perc_premium_paid_by_cash_credit,age_in_days,Income,Count_3-6_months_late,Count_6-12_months_late,Count_more_than_12_months_late,application_underwriting_score,no_of_premiums_paid,sourcing_channel,residence_area_type,premium,target,name,age,income,occupation,insurance,Occupation_Type,unique_id
1.0,31768,75090,1.0,0.0,0.0,99.39,5,A,Urban,5400,0,Joshua Sims,26,234334,Driver,MaxBupa Silver,Blue Collar,03141403654
0.222,21541,762040,0.0,0.0,0.0,99.48,12,B,Rural,57900,1,Amanda Smith,28,308147,Teacher,Starlite Premium,White Collar,11402707052
0.009,35784,28550,1.0,0.0,0.0,98.44,10,A,Urban,5700,1,Mr. Robert Shaw,50,277775,Nurse,Starlite Basic,Other,10080301286
0.009,32125,114100,0.0,0.0,0.0,99.88,16,A,Urban,9600,1,Jennifer Ferguson,37,204249,Shopkeeper,Starlite Basic,Other,02873509126
0.015,31038,300110,1.0,0.0,0.0,99.83,12,A,Urban,5400,1,George Allen,50,626905,Software Engineer,MaxBupa Silver,White Collar,09680804445
0.158,24462,224630,0.0,0.0,0.0,99.14,15,A,Urban,15900,1,Jonathan Lynch,29,356143,Software Engineer,Starlite Premium,White Collar,05568402137
0.047,24461,255740,0.0,0.0,0.0,99.67,9,B,Urban,20100,1,Ashley Jones,40,407618,Software Engineer,MaxBupa Silver,White Collar,00681306787
0.035,31766,123150,0.0,0.0,0.0,99.88,5,A,Rural,5400,1,Joseph Tucker,44,532003,Software Engineer,Starlite Premium,White Collar,01820009752
1.0,16802,96060,2.0,0.0,0.0,97.84,8,A,Urban,5400,1,Courtney Wiggins,60,413085,Software Engineer,Starlite Basic,White Collar,04414808510
0.13,16795,310030,0.0,0.0,0.0,98.73,11,A,Urban,7500,1,Lacey Hall,50,251914,Farmer,Starlite Premium,Blue Collar,10180809539
0.029,25926,405870,0.0,0.0,0.0,99.27,13,A,Urban,20100,1,Ariana Aguilar,36,337181,Lawyer,Starlite Basic,Other,05561706894
0.618,24462,184990,0.0,0.0,0.0,99.1,18,A,Urban,18000,1,Benjamin Archer,48,263708,Farmer,MaxBupa Gold,Blue Collar,02767308569
0.058,9134,27070,0.0,0.0,0.0,98.54,6,A,Urban,1200,1,Brian Maxwell,32,423616,Software Engineer,MaxBupa Gold,White Collar,06028707151
0.037,26285,161900,0.0,0.0,0.0,99.11,12,A,Urban,9600,1,Diane Foster,52,629673,Software Engineer,MaxBupa Silver,White Collar,03062600963
0.011,29577,87260,0.0,0.0,0.0,99.41,9,A,Rural,3300,1,Willie Salas,24,407223,Software Engineer,MaxBupa Silver,White Collar,02573706012
0.003,30673,75110,0.0,0.0,0.0,,6,A,Rural,5400,1,William Morgan,55,230367,Teacher,Starlite Basic,White Collar,01182404882
0.152,24467,150530,0.0,0.0,0.0,99.4,16,A,Urban,13800,1,Susan Fowler,54,181981,Nurse,Starlite Premium,Other,06293100140
0.028,30675,150120,0.0,0.0,0.0,99.88,6,A,Urban,1200,1,Cheryl Benjamin,59,305909,Nurse,Starlite Premium,Other,05271409032
0.006,20086,210130,0.0,0.0,0.0,,8,A,Urban,15900,1,Dana Davis,31,227483,Farmer,Starlite Basic,Blue Collar,02772006936
0.024,29213,144070,0.0,0.0,0.0,97.62,12,A,Urban,13800,1,Juan Scott,21,642968,Software Engineer,Starlite Basic,White Collar,00802006542
0.027,10597,162570,0.0,0.0,0.0,,4,A,Urban,7500,1,Joe Nguyen,48,699688,Software Engineer,Starlite Basic,White Collar,08747805243
0.691,14978,312090,0.0,0.0,0.0,99.0,12,D,Rural,11700,1,Cody Wood,32,144353,Nurse,MaxBupa Gold,Other,01225204431
0.057,10234,96100,0.0,0.0,0.0,99.51,8,A,Rural,3300,1,Cody Henson,53,406898,Software Engineer,Starlite Basic,White Collar,01347200406
0.024,18620,129350,0.0,0.0,0.0,99.07,18,C,Rural,7500,1,Derrick Morton,49,400444,Teacher,MaxBupa Gold,White Collar,05325808212
0.437,14615,229900,0.0,0.0,0.0,98.79,15,D,Rural,11700,1,David Jacobson,37,458178,Teacher,MaxBupa Silver,White Collar,08018108376
0.283,31763,92820,0.0,0.0,0.0,98.14,13,A,Rural,5400,1,Kevin Morris,58,577113,Software Engineer,Starlite Basic,White Collar,09806908627
0.064,26295,192640,0.0,0.0,0.0,99.01,11,A,Rural,7500,1,Angela Lucas MD,48,208121,Driver,Starlite Basic,Blue Collar,08664408234
0.344,16796,54140,0.0,0.0,1.0,99.62,9,A,Rural,5400,1,Donna Williams,39,914707,Doctor,MaxBupa Gold,White Collar,04089704399
0.126,18622,330140,0.0,0.0,0.0,99.41,6,A,Urban,15900,1,Joel Bryan II,52,197158,Farmer,MaxBupa Silver,Blue Collar,01389705252
0.008,16796,270130,0.0,0.0,0.0,99.01,11,E,Rural,28500,1,James Burnett,56,391573,Teacher,Starlite Basic,White Collar,06241600011
0.029,29205,87830,0.0,0.0,0.0,99.35,7,A,Urban,5400,1,Brian Hill,52,563717,Software Engineer,MaxBupa Silver,White Collar,00523304760
0.625,29936,232630,0.0,0.0,0.0,99.28,17,B,Rural,11700,0,Ebony Ortega,19,276582,Construction Worker,Starlite Premium,Blue Collar,04402501177
0.003,36874,86570,2.0,0.0,0.0,,8,A,Rural,7500,0,Maria Crawford,18,324849,Driver,Starlite Basic,Blue Collar,04417502863
0.047,31766,120100,0.0,0.0,0.0,99.87,7,B,Urban,7500,1,Daniel Sanders,38,207328,Driver,Starlite Premium,Blue Collar,07095406471
0.451,10590,144090,3.0,0.0,0.0,99.46,11,B,Rural,7500,1,Tara Shepard,49,421075,Software Engineer,Starlite Basic,White Collar,00831606228
0.135,24467,175140,0.0,0.0,0.0,99.07,9,A,Rural,11700,1,Jesus Lynch,28,125007,Nurse,MaxBupa Gold,Other,10911902989
1.0,37602,48130,0.0,0.0,0.0,,5,A,Rural,1200,1,Melinda Lopez,43,454169,Teacher,MaxBupa Silver,White Collar,11131907117
0.126,20087,111120,0.0,0.0,0.0,99.31,12,D,Rural,1200,1,Michael Jacobs,50,296593,Teacher,Starlite Basic,White Collar,09049807010
1.0,37602,48130,0.0,0.0,0.0,,5,A,Rural,1200,1,Tammy Gonzalez,29,222131,Driver,Starlite Basic,Blue Collar,11131908557
0.129,23740,210080,0.0,0.0,0.0,99.1,6,B,Urban,11700,1,Roger Vega,41,201893,Driver,Starlite Basic,Blue Collar,07848401440
0.0,24465,129140,0.0,0.0,0.0,99.73,5,A,Rural,3300,1,Tiffany Perkins,26,293083,Nurse,Starlite Basic,Other,10121609747
0.131,10600,204140,0.0,0.0,0.0,99.71,7,A,Rural,5400,1,April Walker,47,357256,Nurse,MaxBupa Gold,Other,06169802875
1.0,10594,114150,0.0,2.0,0.0,,3,D,Urban,9600,1,Lisa Arnold,19,296530,Driver,Starlite Basic,Blue Collar,06651009098
0.257,18628,81030,0.0,0.0,0.0,99.05,7,B,Urban,5700,1,Barry Young DDS,39,333295,Construction Worker,Starlite Premium,Blue Collar,08558808788
0.036,26652,322650,0.0,0.0,0.0,99.38,9,A,Urban,20100,1,Dr. Bethany Dawson,20,267735,Farmer,Starlite Basic,Blue Collar,03087007232
0.008,31764,108150,0.0,0.0,0.0,,6,A,Rural,5400,1,Laura Woods,52,404097,Teacher,Starlite Basic,White Collar,10417403726
1.0,31768,75090,1.0,0.0,0.0,99.39,5,A,Urban,5400,0,Brandon Hamilton,24,528201,Software Engineer,MaxBupa Gold,White Collar,03141402772
0.165,20082,230910,0.0,0.0,0.0,99.07,17,C,Rural,11700,1,Michelle Martinez,58,174238,Nurse,MaxBupa Silver,Other,09426400454
0.144,32861,90120,0.0,0.0,0.0,99.53,5,A,Urban,5400,1,Jeffery Meyers,28,155569,Construction Worker,Starlite Basic,Blue Collar,06204008189
1.0,8039,30130,0.0,0.0,0.0,,3,A,Rural,5700,1,Angela Hamilton,24,27514,Student,MaxBupa Silver,White Collar,07380501367
0.017,29206,113800,0.0,0.0,0.0,99.6,9,A,Rural,5400,1,Sandy Mcmahon,42,626502,Software Engineer,Starlite Basic,White Collar,05827403712
0.416,21550,183840,0.0,0.0,0.0,98.05,20,A,Urban,1200,1,Eric Robinson,37,223068,Lawyer,Starlite Premium,Other,04167909852
1.0,10232,57510,0.0,0.0,0.0,99.84,2,B,Urban,5700,1,Victor Contreras,46,175217,Construction Worker,Starlite Premium,Blue Collar,09398901388
0.019,29207,188940,0.0,0.0,0.0,99.89,6,A,Urban,20100,1,Sarah Jackson,49,168006,Shopkeeper,Starlite Basic,Other,11121101000
0.092,8038,60030,0.0,0.0,0.0,99.61,4,A,Urban,5400,1,Timothy Smith,22,43796,Student,Starlite Premium,White Collar,09098507761
0.0,35055,42560,0.0,0.0,0.0,99.46,4,A,Urban,3300,1,Jessica Woodward,40,764239,Doctor,Starlite Basic,White Collar,01550203553
0.267,23730,105070,1.0,0.0,0.0,98.24,11,A,Urban,1200,1,Anthony Black,27,643246,Software Engineer,MaxBupa Silver,White Collar,10393504114
0.705,16800,159070,1.0,0.0,0.0,99.43,6,D,Urban,7500,0,Cory Bullock,35,274588,Construction Worker,MaxBupa Silver,Blue Collar,09033901667
0.041,26655,241920,1.0,0.0,0.0,98.94,20,A,Urban,7500,1,Randall Lamb,35,336703,Nurse,Starlite Basic,Other,02522903173
0.548,10596,81830,1.0,0.0,1.0,99.33,7,A,Rural,1200,1,Michelle Lucero,33,549828,Doctor,MaxBupa Gold,White Collar,11222209397
0.389,16795,196130,2.0,0.0,0.0,98.65,6,C,Rural,9600,1,David Johnson,29,751938,Doctor,Starlite Basic,White Collar,01275300488
0.98,16805,157410,0.0,0.0,0.0,99.18,5,B,Urban,5400,1,Adrian Quinn,25,294733,Shopkeeper,Starlite Premium,Other,00882703230
0.0,14974,105310,0.0,0.0,0.0,,5,D,Urban,5400,1,Heather Browning,61,160872,Farmer,MaxBupa Gold,Blue Collar,09148403828
0.094,16796,106700,0.0,0.0,0.0,99.26,10,C,Urban,7500,1,Anthony Shannon,58,260648,Construction Worker,MaxBupa Silver,Blue Collar,00121908651
0.449,23368,90200,1.0,0.0,0.0,99.0,13,B,Rural,3300,1,Maurice Day,44,131767,Nurse,Starlite Basic,Other,00217705208
0.01,31761,120090,0.0,0.0,0.0,99.89,9,A,Rural,9600,1,Christopher Soto,28,180997,Construction Worker,Starlite Basic,Blue Collar,00263607848
0.117,33956,1417080,0.0,0.0,0.0,99.85,11,A,Rural,60000,1,Sherry Dyer,19,259681,Construction Worker,Starlite Basic,Blue Collar,03300905704
0.11,23374,251120,0.0,0.0,0.0,99.47,12,A,Rural,3300,1,Kathleen Jones,36,179345,Construction Worker,MaxBupa Silver,Blue Collar,04707409639
0.084,16800,423070,1.0,0.0,0.0,99.58,8,A,Urban,28500,1,Robert Blair IV,38,353577,Teacher,Starlite Basic,White Collar,09991508133
0.953,10228,166050,0.0,0.0,0.0,99.15,10,C,Urban,7500,1,Mark Morgan,55,273783,Farmer,MaxBupa Silver,Blue Collar,10308200703
0.0,27025,58580,0.0,0.0,2.0,98.49,5,A,Urban,5700,1,David Castro,22,363210,Software Engineer,MaxBupa Gold,White Collar,03355805105
0.007,32131,183270,0.0,0.0,0.0,,6,A,Urban,3300,1,Eddie Hoffman,34,261839,Driver,MaxBupa Silver,Blue Collar,10616608893
0.07,24462,150030,0.0,0.0,0.0,99.85,7,A,Urban,11700,1,Caitlin Macias,42,311277,Shopkeeper,Starlite Basic,Other,07419303291
0.183,16799,135050,0.0,0.0,0.0,97.47,10,A,Urban,9600,1,Bailey Velez,43,125788,Farmer,Starlite Premium,Blue Collar,08362708125
0.947,10956,110990,0.0,0.0,0.0,99.27,14,A,Urban,5400,1,Jill Rodriguez,37,290936,Teacher,MaxBupa Silver,White Collar,11259209631
0.339,19356,102640,0.0,0.0,0.0,99.51,5,A,Urban,5400,1,James Hatfield,29,204698,Shopkeeper,Starlite Basic,Other,09319509021
0.202,16074,214500,1.0,0.0,0.0,99.55,9,C,Urban,11700,1,Kathy Livingston,29,550751,Software Engineer,Starlite Premium,White Collar,07989704909
0.86,10591,78130,0.0,0.0,0.0,99.24,6,C,Urban,3300,1,Denise Oliver,48,320543,Teacher,Starlite Basic,White Collar,01759204440
0.091,24464,315090,0.0,0.0,0.0,99.38,21,A,Rural,18000,1,Gary Brewer,38,390535,Teacher,Starlite Basic,White Collar,04863400986
0.548,23368,340920,0.0,0.0,0.0,99.42,9,C,Urban,3300,1,Brandi Wilson,50,446014,Teacher,MaxBupa Silver,White Collar,08294809236
1.0,21907,225030,0.0,0.0,0.0,99.51,9,A,Rural,1200,1,Pamela Baker PhD,36,695259,Software Engineer,Starlite Basic,White Collar,06985709883
0.025,27017,225970,0.0,0.0,0.0,99.89,7,A,Urban,11700,1,Michael Allen,23,171736,Driver,Starlite Basic,Blue Collar,04650207705
0.166,23733,409450,0.0,0.0,0.0,99.73,12,A,Urban,26400,1,Tammy Evans,23,156952,Farmer,MaxBupa Silver,Blue Collar,01293606257
0.015,24469,140520,0.0,0.0,0.0,97.09,12,A,Urban,9600,1,Nichole Chandler,46,166851,Driver,Starlite Premium,Blue Collar,11035306089
0.012,26291,118430,0.0,0.0,0.0,99.61,7,A,Urban,5400,1,Debbie Cohen,37,619006,Software Engineer,Starlite Basic,White Collar,03362505238
0.472,23373,330060,1.0,0.0,0.0,98.81,24,A,Urban,13800,1,Christine Washington,44,397171,Lawyer,Starlite Premium,Other,02401201198
0.557,13151,180140,0.0,0.0,0.0,98.94,9,C,Urban,9600,1,Mr. Tom Cox,26,236483,Driver,Starlite Basic,Blue Collar,06338809070
0.029,31036,165090,0.0,0.0,0.0,99.89,5,A,Urban,11700,1,Eddie Waters,19,256470,Construction Worker,Starlite Basic,Blue Collar,02732607519
0.215,34318,122480,0.0,0.0,0.0,99.14,11,A,Urban,9600,1,Heather Thomas,22,348003,Software Engineer,MaxBupa Gold,White Collar,11053006812
0.036,24468,213590,1.0,0.0,0.0,99.01,10,A,Urban,13800,1,Rodney Williams,50,672535,Doctor,Starlite Basic,White Collar,01310308320
0.046,10965,130330,0.0,0.0,0.0,99.88,4,C,Urban,9600,1,Lynn Hanson,36,942873,Doctor,MaxBupa Gold,White Collar,06084507175
0.0,29945,150040,0.0,0.0,0.0,99.75,8,A,Urban,9600,1,Nicholas Williams,56,520178,Software Engineer,Starlite Basic,White Collar,02034904470
0.93,16800,212570,3.0,1.0,1.0,98.56,14,B,Rural,3300,0,Sarah Thomas,31,594884,Software Engineer,Starlite Basic,White Collar,02153800891
0.021,33950,140110,0.0,0.0,0.0,98.95,10,A,Urban,9600,1,Jennifer Burton,60,243113,Driver,MaxBupa Gold,Blue Collar,10940301969
0.0,32132,75100,0.0,0.0,0.0,99.25,9,A,Rural,5400,1,John Johnson,31,257469,Shopkeeper,Starlite Premium,Other,06443605757
0.012,31766,45090,0.0,0.0,0.0,99.87,5,A,Rural,3300,1,Cathy Gaines,22,310065,Shopkeeper,MaxBupa Silver,Other,03505006527
0.949,10234,62640,0.0,0.0,0.0,99.65,6,A,Rural,1200,1,Thomas Faulkner,45,878499,Doctor,MaxBupa Silver,White Collar,00961306294
0.15,10597,142080,0.0,0.0,0.0,99.73,9,D,Urban,7500,1,Ryan Harris,30,438027,Software Engineer,Starlite Basic,White Collar,05183607595
0.0,14241,175070,0.0,0.0,0.0,99.26,9,A,Urban,7500,1,Corey Mason,51,176317,Nurse,MaxBupa Gold,Other,06463403249
0.009,35784,28550,1.0,0.0,0.0,98.44,10,A,Urban,5700,1,William Hinton,22,43028,Student,Starlite Basic,White Collar,10080306570
0.527,16804,219060,3.0,0.0,0.0,97.63,19,B,Rural,1200,1,Anthony Higgins,40,150749,Shopkeeper,MaxBupa Gold,Other,07933506638
0.03,16804,168060,0.0,0.0,0.0,99.08,13,B,Urban,1200,1,Donna Mejia,24,298710,Driver,Starlite Basic,Blue Collar,03016207351
0.173,24463,180140,0.0,0.0,0.0,99.37,13,A,Urban,7500,1,Jennifer Baker,57,497355,Teacher,MaxBupa Silver,White Collar,03083409172
0.55,24464,203230,0.0,0.0,0.0,99.13,30,A,Urban,11700,1,Ann Collins,48,372539,Teacher,MaxBupa Gold,White Collar,09006707473
0.742,18629,627210,0.0,0.0,0.0,98.6,16,C,Urban,30600,1,Joshua Gregory,60,276419,Construction Worker,Starlite Basic,Blue Collar,01161909601
0.001,23373,207600,0.0,0.0,0.0,99.07,28,B,Rural,9600,1,Lisa Vaughn,28,306336,Driver,Starlite Premium,Blue Collar,06411908673
0.605,24461,371730,0.0,0.0,0.0,99.32,6,A,Urban,28500,1,David Bowen,44,177519,Construction Worker,Starlite Premium,Blue Collar,10415901239
0.129,21907,288610,0.0,0.0,0.0,99.09,12,A,Rural,13800,1,Joseph Freeman,30,239479,Driver,MaxBupa Silver,Blue Collar,09939102289
0.176,26656,207560,0.0,0.0,0.0,99.85,5,A,Urban,15900,1,Rachael Warren,55,678069,Software Engineer,Starlite Basic,White Collar,09542102740
0.054,16799,225090,0.0,0.0,0.0,99.07,11,B,Rural,13800,1,Steven Mann,53,627775,Software Engineer,Starlite Premium,White Collar,01503904585
0.079,27752,325060,0.0,0.0,0.0,99.61,17,A,Urban,20100,1,Destiny Phelps,33,282849,Nurse,Starlite Basic,Other,04912401229
0.754,10599,97440,0.0,1.0,0.0,99.89,3,A,Rural,7500,1,William Henderson,61,239875,Farmer,Starlite Basic,Blue Collar,09482506980
0.285,24468,105090,0.0,0.0,0.0,98.44,16,C,Urban,5400,1,Kelly Davila,23,346977,Teacher,Starlite Basic,White Collar,08243005178
0.009,35784,28550,1.0,0.0,0.0,98.44,10,A,Urban,5700,1,Robert Ward MD,30,433951,Software Engineer,MaxBupa Silver,White Collar,10080304293
0.15,31769,70180,0.0,0.0,0.0,99.56,12,A,Rural,3300,1,Kelly Carpenter,32,305257,Teacher,Starlite Basic,White Collar,07603401058
0.272,16802,249140,0.0,0.0,0.0,98.8,18,B,Rural,15900,1,Jessica Hughes,24,258161,Teacher,Starlite Premium,White Collar,00405806262
0.013,24466,150100,0.0,0.0,0.0,99.09,11,A,Rural,18000,1,Brooke Grant,42,428971,Software Engineer,MaxBupa Gold,White Collar,00375700281
0.012,32860,174020,0.0,0.0,0.0,99.89,7,A,Rural,1200,1,Justin Hansen,45,267201,Construction Worker,Starlite Basic,Blue Collar,09888300968
0.125,16795,600070,0.0,0.0,0.0,99.21,10,C,Urban,3300,1,Carmen Russo PhD,57,451448,Teacher,Starlite Basic,White Collar,07266603953
0.217,18628,132460,0.0,0.0,0.0,99.27,22,C,Rural,5400,1,Alex Welch,33,418031,Software Engineer,MaxBupa Silver,White Collar,07972001939
0.013,16801,270050,0.0,0.0,0.0,99.33,12,B,Urban,20100,1,Jennifer Brown,57,116918,Shopkeeper,Starlite Basic,Other,03428708464
0.008,31763,120030,1.0,0.0,0.0,99.05,15,A,Urban,7500,1,Renee Waller,31,228596,Farmer,Starlite Basic,Blue Collar,00014201274
0.006,23740,69120,0.0,0.0,0.0,99.89,5,A,Rural,5400,1,Donna Espinoza,42,262537,Teacher,Starlite Premium,White Collar,06029400619
0.006,18626,827310,0.0,0.0,0.0,99.42,10,C,Rural,11700,1,Jeffrey Campbell,42,229341,Nurse,MaxBupa Silver,Other,03593108505
0.031,29575,68550,0.0,0.0,0.0,99.87,5,A,Urban,1200,1,Stephen Waters,38,360741,Lawyer,Starlite Basic,Other,04671501742
0.165,14241,339650,1.0,0.0,0.0,99.4,10,C,Urban,36900,1,James Cooper,42,320172,Construction Worker,Starlite Basic,Blue Collar,06158001390
0.017,31760,114110,0.0,0.0,0.0,98.73,8,A,Urban,7500,1,Jennifer Jones,40,201132,Construction Worker,Starlite Basic,Blue Collar,10493402203
0.0,10235,72100,0.0,0.0,0.0,99.7,6,A,Rural,5400,1,Jason Hall,56,245253,Driver,MaxBupa Silver,Blue Collar,03592403568
0.0,31765,101920,0.0,0.0,0.0,,9,A,Urban,5400,1,Tyler Munoz,21,302197,Driver,Starlite Basic,Blue Collar,09918006116
0.001,31769,207080,0.0,0.0,0.0,99.76,13,A,Urban,7500,1,Nina Wilson,59,318903,Software Engineer,MaxBupa Silver,White Collar,00411109970
0.585,18621,286820,1.0,0.0,0.0,98.63,14,B,Urban,22200,1,Angela Walter,21,5039,Student,Starlite Basic,White Collar,00298206052
0.032,29578,215290,0.0,0.0,0.0,99.71,12,C,Rural,1200,1,John Woodard,44,295597,Teacher,Starlite Basic,White Collar,09258903178
0.0,16803,180140,0.0,0.0,0.0,98.15,11,C,Urban,7500,1,Christopher Stevens,56,354108,Nurse,MaxBupa Gold,Other,06581203192
0.004,14975,270070,0.0,0.0,0.0,99.62,5,A,Urban,13800,1,John Thomas,33,238230,Teacher,Starlite Premium,White Collar,06653206099
1.0,14612,42060,1.0,3.0,1.0,99.25,4,D,Urban,3300,1,Latasha Rivera,21,320135,Lawyer,MaxBupa Gold,Other,06095407029
0.525,10593,153480,0.0,0.0,0.0,99.1,14,B,Urban,9600,1,Charles Mcdowell,59,330557,Teacher,Starlite Basic,White Collar,10668100575
0.0,30669,65500,0.0,0.0,0.0,99.88,4,A,Urban,5700,1,Kevin Sanders,19,101339,Nurse,MaxBupa Gold,Other,07974006656
0.0,20082,75050,0.0,0.0,0.0,,6,B,Rural,5700,1,Dustin Phillips,52,556767,Doctor,Starlite Basic,White Collar,02404507115
1.0,29215,111390,0.0,0.0,1.0,97.61,3,A,Urban,5400,1,Paul Hood,35,313891,Driver,MaxBupa Silver,Blue Collar,04232008802
0.839,30667,90510,1.0,0.0,0.0,99.46,7,A,Rural,3300,1,Justin Pugh,22,537544,Software Engineer,Starlite Basic,White Collar,02450206276
0.268,29208,423080,0.0,0.0,0.0,99.0,20,B,Urban,28500,1,Sara Rodriguez,54,326124,Construction Worker,MaxBupa Silver,Blue Collar,01846208984
0.009,21906,128530,0.0,0.0,0.0,99.88,7,A,Rural,15900,1,Nicole Nicholson,58,133239,Farmer,Starlite Basic,Blue Collar,05581705897
0.031,24466,375120,1.0,0.0,0.0,98.91,15,B,Urban,24300,1,Zachary Hood,30,374173,Nurse,MaxBupa Silver,Other,08865105724
0.26,29211,98430,0.0,0.0,0.0,99.83,6,A,Urban,5400,1,Derrick Flores,43,640080,Doctor,Starlite Basic,White Collar,09738300269
0.021,30673,72100,0.0,0.0,0.0,99.63,6,A,Urban,7500,1,Micheal Hinton,36,190682,Construction Worker,MaxBupa Gold,Blue Collar,07491200629
0.05,30675,25020,0.0,0.0,0.0,99.79,9,A,Rural,5700,1,Alice Garcia,43,337224,Teacher,Starlite Basic,White Collar,00320503081
0.017,29212,324910,0.0,0.0,0.0,,6,A,Rural,26400,1,Carly Ortega,20,178420,Driver,MaxBupa Silver,Blue Collar,07765203466
0.268,30673,195030,0.0,0.0,0.0,99.27,16,A,Urban,13800,1,Jason Martinez,19,22880,Student,Starlite Basic,White Collar,08657706430
0.0,14979,180070,0.0,0.0,0.0,98.66,9,C,Rural,5400,1,Kimberly Warren,41,876903,Doctor,Starlite Basic,White Collar,09800209311
0.009,31762,600100,0.0,0.0,0.0,,8,A,Urban,28500,1,Angel Thomas,20,290069,Shopkeeper,Starlite Basic,Other,05871007062
0.335,14608,229020,0.0,0.0,0.0,98.86,12,D,Rural,5400,1,Megan Shaw,43,109128,Nurse,MaxBupa Silver,Other,02022209727
0.024,26653,156590,0.0,0.0,0.0,99.89,7,A,Urban,11700,1,Melanie Martinez,38,346469,Teacher,Starlite Basic,White Collar,05841805543
0.032,23736,90120,0.0,0.0,0.0,99.89,3,A,Urban,7500,1,Timothy Gordon,22,340189,Driver,MaxBupa Silver,Blue Collar,10651604356
0.143,16803,476150,0.0,0.0,0.0,99.21,10,D,Rural,32700,1,Catherine Vaughan,34,161736,Farmer,Starlite Basic,Blue Collar,03773402113
0.007,23369,219290,0.0,0.0,0.0,99.54,9,A,Rural,3300,1,Barbara Martinez,29,197226,Construction Worker,Starlite Basic,Blue Collar,10155308219
0.019,30670,315060,1.0,0.0,0.0,99.82,11,A,Urban,18000,1,Thomas Vance,58,252150,Nurse,Starlite Basic,Other,06849803216
0.898,29209,114080,0.0,0.0,0.0,99.35,10,A,Urban,9600,1,Mrs. Brooke Williams,44,674966,Software Engineer,MaxBupa Silver,White Collar,05703203814
0.952,10599,57670,0.0,0.0,2.0,97.88,11,A,Urban,1200,1,Matthew Carr,42,320213,Construction Worker,MaxBupa Silver,Blue Collar,11019808321
0.019,24467,90040,0.0,0.0,0.0,99.08,15,C,Urban,3300,1,Jamie Mann,38,658033,Software Engineer,Starlite Premium,White Collar,10656108589
0.125,23368,234120,0.0,0.0,0.0,98.96,24,C,Urban,18000,1,Tanya Grant,45,591003,Software Engineer,Starlite Basic,White Collar,07299402278
1.0,10595,78140,0.0,0.0,0.0,99.13,9,A,Urban,5400,1,Melissa Powers,30,362262,Shopkeeper,Starlite Basic,Other,02526204599
0.113,30671,322750,0.0,0.0,0.0,99.89,4,A,Urban,24300,1,Christine Snow,35,252472,Construction Worker,Starlite Basic,Blue Collar,01464700013
0.063,10596,170450,1.0,0.0,0.0,99.48,6,A,Urban,15900,1,Sara Turner,47,181256,Farmer,Starlite Premium,Blue Collar,01273309225
0.02,20083,228040,0.0,0.0,0.0,99.42,8,B,Urban,11700,1,Danny Odonnell,22,476337,Software Engineer,Starlite Basic,White Collar,04614701525
0.074,18622,300110,0.0,0.0,0.0,99.32,11,C,Urban,36900,1,Timothy Nicholson,48,285397,Teacher,MaxBupa Gold,White Collar,02348102365
0.04,29580,117120,0.0,0.0,0.0,99.88,6,A,Urban,9600,1,Vicki Leonard,29,378776,Teacher,MaxBupa Gold,White Collar,01935804648
0.004,23738,380560,0.0,0.0,0.0,,14,C,Rural,28500,1,Destiny Green,60,565780,Software Engineer,Starlite Basic,White Collar,08515300374
0.0,9140,130130,0.0,0.0,0.0,99.87,8,A,Rural,5400,1,Dr. Shawn Miles,31,136187,Nurse,MaxBupa Silver,Other,02954508521
0.734,20449,180120,2.0,0.0,0.0,96.44,13,D,Urban,11700,0,Billy Huynh,27,415335,Software Engineer,Starlite Premium,White Collar,01841506477
0.022,24465,77570,0.0,0.0,0.0,99.68,10,A,Urban,3300,1,Thomas Duncan,60,418291,Teacher,MaxBupa Silver,White Collar,01816700525
0.461,19719,72100,0.0,0.0,0.0,99.17,11,A,Urban,3300,1,Troy Russo,47,237048,Shopkeeper,MaxBupa Silver,Other,04097406895
0.136,24467,135070,0.0,0.0,0.0,99.73,10,B,Urban,7500,1,Nicole Robinson,35,235365,Construction Worker,MaxBupa Silver,Blue Collar,00095303591
0.152,16797,88650,1.0,0.0,0.0,97.71,12,C,Rural,5700,1,Donald Larson,59,216304,Nurse,MaxBupa Gold,Other,04907307904
0.016,32130,135860,0.0,0.0,0.0,99.87,13,B,Urban,7500,1,Justin Bowman,47,264079,Driver,MaxBupa Silver,Blue Collar,07912902958
0.007,31760,57070,0.0,0.0,0.0,99.89,9,A,Urban,3300,1,Paul Hill,28,526612,Doctor,Starlite Basic,White Collar,04718100529
0.463,10235,113780,0.0,0.0,0.0,99.41,5,A,Urban,7500,1,Rebecca Tyler,38,646238,Software Engineer,MaxBupa Gold,White Collar,02061903714
0.07,27384,41230,0.0,0.0,0.0,99.33,12,A,Rural,5700,1,Samantha Beasley DVM,61,383190,Nurse,Starlite Premium,Other,05313704732
0.552,32127,103620,0.0,3.0,0.0,94.84,6,A,Urban,7500,0,Marcus Andrews,30,348114,Shopkeeper,Starlite Basic,Other,10082901394
0.908,20451,100080,0.0,0.0,0.0,99.74,4,C,Rural,1200,1,Evan Smith,29,190678,Nurse,MaxBupa Silver,Other,04035505631
0.015,24467,120120,0.0,0.0,0.0,98.72,8,A,Rural,9600,1,Jesse Molina,33,758924,Doctor,MaxBupa Silver,White Collar,01501806563
